C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/charscnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)
counter#3482  epoch: 2, test mean loss=0.4291041976530004, test accuracy=0.8085000000000009

counter#3483  epoch: 2, test mean loss=0.4302451201161037, test accuracy=0.8090000000000009

counter#3484  epoch: 2, test mean loss=0.4361726367931817, test accuracy=0.8070000000000008

counter#3485  epoch: 2, test mean loss=0.43036521922897003, test accuracy=0.8085000000000009

counter#3486  epoch: 2, test mean loss=0.43309980369622225, test accuracy=0.807500000000001

counter#3487  epoch: 2, test mean loss=0.43172943078713694, test accuracy=0.8065000000000009

counter#3488  epoch: 2, test mean loss=0.42966853431428037, test accuracy=0.8040000000000009

counter#3489  epoch: 2, test mean loss=0.4299295525397096, test accuracy=0.8050000000000008

counter#3490  epoch: 2, test mean loss=0.42961558737362315, test accuracy=0.8050000000000008

counter#3491  epoch: 2, test mean loss=0.4312682908727456, test accuracy=0.8050000000000008

counter#3492  epoch: 2, test mean loss=0.4383201295087433, test accuracy=0.8070000000000008

counter#3493  epoch: 2, test mean loss=0.44001697050299204, test accuracy=0.8065000000000009

counter#3494  epoch: 2, test mean loss=0.44588782993899506, test accuracy=0.8060000000000009

counter#3495  epoch: 2, test mean loss=0.4448317616951609, test accuracy=0.8070000000000008

counter#3496  epoch: 2, test mean loss=0.4341772089236348, test accuracy=0.8100000000000008

counter#3497  epoch: 2, test mean loss=0.42987063190413444, test accuracy=0.8010000000000008

counter#3498  epoch: 2, test mean loss=0.43391163292415863, test accuracy=0.7995000000000008

counter#3499  epoch: 2, test mean loss=0.4324115990793333, test accuracy=0.7975000000000003

counter#3500  epoch: 2, test mean loss=0.43200774385095947, test accuracy=0.7985000000000007

counter#3501  epoch: 2, test mean loss=0.4285862171708367, test accuracy=0.807000000000001

counter#3502  epoch: 2, test mean loss=0.4265434791113383, test accuracy=0.8080000000000008

counter#3503  epoch: 2, test mean loss=0.42655245959003407, test accuracy=0.807500000000001

counter#3504  epoch: 2, test mean loss=0.42515795725326255, test accuracy=0.8085000000000008

counter#3505  epoch: 2, test mean loss=0.42445792396696325, test accuracy=0.8090000000000012

counter#3506  epoch: 2, test mean loss=0.4248857926596864, test accuracy=0.8095000000000006

counter#3507  epoch: 2, test mean loss=0.4278961602956704, test accuracy=0.7985000000000005

counter#3508  epoch: 2, test mean loss=0.42576990369938916, test accuracy=0.8090000000000007

counter#3509  epoch: 2, test mean loss=0.4268141258230206, test accuracy=0.8060000000000008

counter#3510  epoch: 2, test mean loss=0.4253729678328617, test accuracy=0.8090000000000007

counter#3511  epoch: 2, test mean loss=0.42615000641504475, test accuracy=0.8085000000000008

counter#3512  epoch: 2, test mean loss=0.42563568842095983, test accuracy=0.8080000000000009

counter#3513  epoch: 2, test mean loss=0.42544403993558855, test accuracy=0.809500000000001

counter#3514  epoch: 2, test mean loss=0.42752896361987197, test accuracy=0.810500000000001

counter#3515  epoch: 2, test mean loss=0.426559536453836, test accuracy=0.8105000000000008

counter#3516  epoch: 2, test mean loss=0.4251908183079223, test accuracy=0.8085000000000009

counter#3517  epoch: 2, test mean loss=0.4264930233920733, test accuracy=0.8080000000000012

counter#3518  epoch: 2, test mean loss=0.42617654277950423, test accuracy=0.8080000000000012

counter#3519  epoch: 2, test mean loss=0.425295010896088, test accuracy=0.809500000000001

counter#3520  epoch: 2, test mean loss=0.4258479315733778, test accuracy=0.809000000000001

counter#3521  epoch: 2, test mean loss=0.42712972846354497, test accuracy=0.8030000000000009

counter#3522  epoch: 2, test mean loss=0.42800879803383496, test accuracy=0.8015000000000008

counter#3523  epoch: 2, test mean loss=0.42608012654914945, test accuracy=0.8085000000000011

counter#3524  epoch: 2, test mean loss=0.42735231856954914, test accuracy=0.8070000000000008

counter#3525  epoch: 2, test mean loss=0.4286923286541132, test accuracy=0.8065000000000009

counter#3526  epoch: 2, test mean loss=0.4291920584527266, test accuracy=0.8055000000000008

counter#3527  epoch: 2, test mean loss=0.43059363895253633, test accuracy=0.8060000000000006

counter#3528  epoch: 2, test mean loss=0.4319669942556061, test accuracy=0.805000000000001

counter#3529  epoch: 2, test mean loss=0.43186368286435517, test accuracy=0.8050000000000007

counter#3530  epoch: 2, test mean loss=0.43138724364900716, test accuracy=0.8055000000000011

counter#3531  epoch: 2, test mean loss=0.43201215363972545, test accuracy=0.8025000000000009

counter#3532  epoch: 2, test mean loss=0.43347530171433185, test accuracy=0.7980000000000008

counter#3533  epoch: 2, test mean loss=0.4419580330780978, test accuracy=0.7915000000000008

counter#3534  epoch: 2, test mean loss=0.43962667339932593, test accuracy=0.7955000000000009

counter#3535  epoch: 2, test mean loss=0.4394755981142929, test accuracy=0.7980000000000008

counter#3536  epoch: 2, test mean loss=0.43350685272103384, test accuracy=0.8035000000000008

counter#3537  epoch: 2, test mean loss=0.4355936379099913, test accuracy=0.8015000000000008

counter#3538  epoch: 2, test mean loss=0.43746920763167263, test accuracy=0.8000000000000007

counter#3539  epoch: 2, test mean loss=0.4388396725610211, test accuracy=0.8000000000000008

counter#3540  epoch: 2, test mean loss=0.4328050002334185, test accuracy=0.8055000000000007

counter#3541  epoch: 2, test mean loss=0.43605540885103056, test accuracy=0.7980000000000008

counter#3542  epoch: 2, test mean loss=0.4384089862106429, test accuracy=0.7970000000000007

counter#3543  epoch: 2, test mean loss=0.4359474070537837, test accuracy=0.800000000000001

counter#3544  epoch: 2, test mean loss=0.43296596975702356, test accuracy=0.8025000000000009

counter#3545  epoch: 2, test mean loss=0.43648094058363307, test accuracy=0.8005000000000009

counter#3546  epoch: 2, test mean loss=0.43460553339501024, test accuracy=0.7990000000000008

counter#3547  epoch: 2, test mean loss=0.42954870456101674, test accuracy=0.8000000000000008

counter#3548  epoch: 2, test mean loss=0.4308722945771402, test accuracy=0.8000000000000008

counter#3549  epoch: 2, test mean loss=0.43203198492139533, test accuracy=0.803500000000001

counter#3550  epoch: 2, test mean loss=0.4285581012734579, test accuracy=0.8015000000000009

counter#3551  epoch: 2, test mean loss=0.428405819658402, test accuracy=0.8000000000000008

counter#3552  epoch: 2, test mean loss=0.429684679774914, test accuracy=0.7975000000000008

counter#3553  epoch: 2, test mean loss=0.432401042461634, test accuracy=0.7920000000000005

counter#3554  epoch: 2, test mean loss=0.42691724284609917, test accuracy=0.8010000000000006

counter#3555  epoch: 2, test mean loss=0.4268623890171407, test accuracy=0.8015000000000011

counter#3556  epoch: 2, test mean loss=0.42730695817395814, test accuracy=0.802500000000001

counter#3557  epoch: 2, test mean loss=0.4281213697960482, test accuracy=0.8015000000000009

counter#3558  epoch: 2, test mean loss=0.4290850379601327, test accuracy=0.7990000000000008

counter#3559  epoch: 2, test mean loss=0.42966729737607984, test accuracy=0.800500000000001

counter#3560  epoch: 2, test mean loss=0.4308693451010719, test accuracy=0.7920000000000006

counter#3561  epoch: 2, test mean loss=0.4310243053714711, test accuracy=0.7935000000000005

counter#3562  epoch: 2, test mean loss=0.4317071908010589, test accuracy=0.7955000000000009

counter#3563  epoch: 2, test mean loss=0.43895926195346713, test accuracy=0.7885000000000001

counter#3564  epoch: 2, test mean loss=0.43303485834883526, test accuracy=0.7920000000000001

counter#3565  epoch: 2, test mean loss=0.44056603872377126, test accuracy=0.7845000000000003

counter#3566  epoch: 2, test mean loss=0.4364891876064367, test accuracy=0.7905000000000001

counter#3567  epoch: 2, test mean loss=0.43264468223480423, test accuracy=0.7945000000000002

counter#3568  epoch: 2, test mean loss=0.43235611083916275, test accuracy=0.7960000000000004

counter#3569  epoch: 2, test mean loss=0.44148964118611544, test accuracy=0.7850000000000003

counter#3570  epoch: 2, test mean loss=0.4413353240498094, test accuracy=0.7850000000000003

counter#3571  epoch: 2, test mean loss=0.4394174722174677, test accuracy=0.7895000000000003

counter#3572  epoch: 2, test mean loss=0.4429431666478193, test accuracy=0.7855000000000003

counter#3573  epoch: 2, test mean loss=0.4373343681968375, test accuracy=0.792

counter#3574  epoch: 2, test mean loss=0.43340675222232, test accuracy=0.7960000000000003

counter#3575  epoch: 2, test mean loss=0.43072151592683716, test accuracy=0.7950000000000003

counter#3576  epoch: 2, test mean loss=0.4291452838896539, test accuracy=0.7980000000000003

counter#3577  epoch: 2, test mean loss=0.4362540589061932, test accuracy=0.7885000000000004

counter#3578  epoch: 2, test mean loss=0.426288491043126, test accuracy=0.7990000000000002

counter#3579  epoch: 2, test mean loss=0.4263729530296254, test accuracy=0.7990000000000004

counter#3580  epoch: 2, test mean loss=0.42684156300610604, test accuracy=0.8005000000000002

counter#3581  epoch: 2, test mean loss=0.4265869852301977, test accuracy=0.8035000000000005

counter#3582  epoch: 2, test mean loss=0.42654907427443794, test accuracy=0.8020000000000005

counter#3583  epoch: 2, test mean loss=0.4251940444919144, test accuracy=0.8055000000000008

counter#3584  epoch: 2, test mean loss=0.42784848115180407, test accuracy=0.7985000000000001

counter#3585  epoch: 2, test mean loss=0.4246702720172866, test accuracy=0.8040000000000005

counter#3586  epoch: 2, test mean loss=0.43051914403922664, test accuracy=0.7975000000000004

counter#3587  epoch: 2, test mean loss=0.4356804358840964, test accuracy=0.7900000000000005

counter#3588  epoch: 2, test mean loss=0.42635568522803413, test accuracy=0.8005000000000004

counter#3589  epoch: 2, test mean loss=0.4243705885184561, test accuracy=0.8080000000000009

counter#3590  epoch: 2, test mean loss=0.4240983568230909, test accuracy=0.8095000000000009

counter#3591  epoch: 2, test mean loss=0.4245393344118738, test accuracy=0.8095000000000009

counter#3592  epoch: 2, test mean loss=0.4238494977328078, test accuracy=0.809500000000001

counter#3593  epoch: 2, test mean loss=0.42441445582414467, test accuracy=0.809500000000001

counter#3594  epoch: 2, test mean loss=0.435126020009727, test accuracy=0.7940000000000005

counter#3595  epoch: 2, test mean loss=0.43566266888708505, test accuracy=0.7930000000000006

counter#3596  epoch: 2, test mean loss=0.43452218877930937, test accuracy=0.7945000000000004

counter#3597  epoch: 2, test mean loss=0.4298494082114404, test accuracy=0.7995000000000003

counter#3598  epoch: 2, test mean loss=0.4270211403793702, test accuracy=0.8040000000000007

counter#3599  epoch: 2, test mean loss=0.4267194435859759, test accuracy=0.8040000000000007

counter#3600  epoch: 3, test mean loss=0.42501002704024243, test accuracy=0.8075000000000011

counter#3601  epoch: 3, test mean loss=0.4281514693898762, test accuracy=0.8000000000000007

counter#3602  epoch: 3, test mean loss=0.4253128741463768, test accuracy=0.8070000000000008

counter#3603  epoch: 3, test mean loss=0.4246491995386583, test accuracy=0.8075000000000009

counter#3604  epoch: 3, test mean loss=0.4244177936171193, test accuracy=0.809500000000001

counter#3605  epoch: 3, test mean loss=0.42590960742962325, test accuracy=0.8080000000000009

counter#3606  epoch: 3, test mean loss=0.4302388827805027, test accuracy=0.8010000000000006

counter#3607  epoch: 3, test mean loss=0.43267815476376836, test accuracy=0.7980000000000004

counter#3608  epoch: 3, test mean loss=0.4342142500265085, test accuracy=0.7985000000000007

counter#3609  epoch: 3, test mean loss=0.4299288902533876, test accuracy=0.802500000000001

counter#3610  epoch: 3, test mean loss=0.4311957042288268, test accuracy=0.8005000000000007

counter#3611  epoch: 3, test mean loss=0.43470042967708566, test accuracy=0.7960000000000007

counter#3612  epoch: 3, test mean loss=0.43027658725939416, test accuracy=0.8025000000000007

counter#3613  epoch: 3, test mean loss=0.4281220622532348, test accuracy=0.8045000000000009

counter#3614  epoch: 3, test mean loss=0.43349175013885594, test accuracy=0.7975000000000008

counter#3615  epoch: 3, test mean loss=0.43117222978900743, test accuracy=0.7995000000000008

counter#3616  epoch: 3, test mean loss=0.42975962364630926, test accuracy=0.8020000000000007

counter#3617  epoch: 3, test mean loss=0.42884640040118555, test accuracy=0.8025000000000007

counter#3618  epoch: 3, test mean loss=0.42695304236178044, test accuracy=0.8045000000000009

counter#3619  epoch: 3, test mean loss=0.4282718849840597, test accuracy=0.8025000000000009

counter#3620  epoch: 3, test mean loss=0.4283412912340787, test accuracy=0.8050000000000008

counter#3621  epoch: 3, test mean loss=0.4266533089130883, test accuracy=0.8100000000000009

counter#3622  epoch: 3, test mean loss=0.4258076700451625, test accuracy=0.805000000000001

counter#3623  epoch: 3, test mean loss=0.42573083713884047, test accuracy=0.8080000000000012

counter#3624  epoch: 3, test mean loss=0.4259339537340238, test accuracy=0.8095000000000013

counter#3625  epoch: 3, test mean loss=0.4248117420684089, test accuracy=0.8100000000000014

counter#3626  epoch: 3, test mean loss=0.426989104072761, test accuracy=0.8105000000000011

counter#3627  epoch: 3, test mean loss=0.4262830069562204, test accuracy=0.811000000000001

counter#3628  epoch: 3, test mean loss=0.4254247667617132, test accuracy=0.811000000000001

counter#3629  epoch: 3, test mean loss=0.4283781534529766, test accuracy=0.8110000000000014

counter#3630  epoch: 3, test mean loss=0.4284500351460408, test accuracy=0.8115000000000013

counter#3631  epoch: 3, test mean loss=0.42492021005434366, test accuracy=0.811000000000001

counter#3632  epoch: 3, test mean loss=0.42463590903204745, test accuracy=0.8080000000000012

counter#3633  epoch: 3, test mean loss=0.426366088281973, test accuracy=0.8065000000000008

counter#3634  epoch: 3, test mean loss=0.42617244547019356, test accuracy=0.8080000000000008

counter#3635  epoch: 3, test mean loss=0.4266190779064191, test accuracy=0.8055000000000008

counter#3636  epoch: 3, test mean loss=0.4256149240003808, test accuracy=0.8095000000000009

counter#3637  epoch: 3, test mean loss=0.4245697836813114, test accuracy=0.809000000000001

counter#3638  epoch: 3, test mean loss=0.4249015065378902, test accuracy=0.8065000000000008

counter#3639  epoch: 3, test mean loss=0.4270683632099601, test accuracy=0.8010000000000006

counter#3640  epoch: 3, test mean loss=0.4307251361245003, test accuracy=0.7965000000000007

counter#3641  epoch: 3, test mean loss=0.43291131102412317, test accuracy=0.7970000000000003
